,E_amine,ES_root_dipole_amine,ES_root_electronic_spatial_extent_amine,ES_root_molar_volume_amine,E_thermal_correction_amine,dipole_amine,electronegativity_amine,hardness_amine,homo_energy_amine,molar_mass_amine,molar_volume_amine,N1_APT_charge,N1_ES_root_Mulliken_charge,N1_ES_root_NPA_Rydberg,N1_ES_root_NPA_charge,N1_ES_root_NPA_core,N1_Mulliken_charge,N1_NMR_anisotropy,N1_NMR_shift,N1_NPA_Rydberg,N1_NPA_charge,N1_NPA_core,N1_VBur,E_COCl,ES_root_dipole_COCl,ES_root_electronic_spatial_extent_COCl,ES_root_molar_volume_COCl,E_thermal_correction_COCl,dipole_COCl,electronegativity_COCl,hardness_COCl,homo_energy_COCl,lumo_energy_COCl,molar_mass_COCl,molar_volume_COCl,C1_APT_charge,C1_ES_root_Mulliken_charge,C1_ES_root_NPA_Rydberg,C1_ES_root_NPA_charge,C1_ES_root_NPA_core,C1_NMR_anisotropy,C1_NMR_shift,C1_VBur,C2_APT_charge,C2_ES_root_Mulliken_charge,C2_ES_root_NPA_Rydberg,C2_ES_root_NPA_charge,C2_ES_root_NPA_core,C2_Mulliken_charge,C2_NMR_anisotropy,C2_NMR_shift,C2_NPA_Rydberg,C2_NPA_charge,C2_NPA_core,C2_VBur,O1_ES_root_Mulliken_charge,O1_ES_root_NPA_core,O1_Mulliken_charge,O1_NMR_anisotropy,O1_NMR_shift,O1_NPA_Rydberg,O1_NPA_charge,O1_VBur,Cl1_APT_charge,Cl1_Mulliken_charge,Cl1_NMR_anisotropy,Cl1_NMR_shift,Cl1_NPA_Rydberg,Cl1_NPA_charge,Cl1_NPA_core,Cl1_VBur,rate
CC(C)NC1CCCCC1.Cc1ccccc1C(=O)Cl,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-843.6875560574109,0.11441203094299326,1727.5775237937205,1185.5250490989843,0.13826824892949693,2.9335652803962233,0.17744671457012706,0.09930211916386854,-0.2767488337339956,-0.07814459540625854,154.5957,1206.8423660351868,-0.3609323356612174,-0.04382074162750573,0.017399388198169285,-0.18550015969286923,1.99871,143.88919896912307,63.72922694533436,0.6763989980060084,1.3794532603765848,0.17964343533990834,0.04829439509069746,0.3670932883597818,1.9990500711227133,0.2936090109211529,86.60514481931877,23.749668767244493,0.051918321357468225,0.5733261876760661,1.9990899288772865,0.5774004604109436,-0.03147546807824839,1.9996999288772865,-0.14907075579200177,701.4520483596131,-205.6625805599628,0.012379573263719579,-0.5042245104984888,0.4371025917512716,-0.51174269585703,-0.25672397091808735,673.4314174438672,509.25428815634746,0.020633982871950604,-0.11187011540779132,9.999669857754574,0.38752509665341367,0.7436992204268281
CC(C)NC1CCCCC1.O=C(Cl)C12CC3CC(CC(C3)C1)C2,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-962.581811,3.0439,2417.6329,1837.01,0.2551,3.1191,0.16248,0.12827,-0.29075,-0.03421,198.6919,1506.761,-0.109963,-0.417603,0.01866,-0.12505,1.99879,47.667,144.0592,0.8325991189427313,1.135254,0.136483,0.05847,0.25586,1.99893,0.339763,94.9955,11.4326,0.06189,0.61891,1.99899,0.6260226557583386,-0.055463,1.99969,-0.134531,703.9745,-206.4244,0.01198,-0.49526,0.4133102580239144,-0.495051,-0.246408,649.7835,526.6917,0.01986,-0.11707,9.99965,0.4122089364380113,0.6501706109610196
CC(C)NC1CCCCC1.O=C(Cl)C=Cc1ccccc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-881.7076424349888,1.4583330632451224,3001.2649234041864,1257.7523733779365,0.14500556194108782,4.007677662728389,0.18097215746167145,0.08464781157985767,-0.2656199690415291,-0.09632434588181382,166.6067,1318.0489361294021,-0.6487631505721401,-0.11180734591608987,0.015986889213416643,-0.40177837436797814,1.9988062506712867,97.67235097153285,72.11756207665134,0.5471110545535718,1.594812176212798,0.21686245915706964,0.047810688301961585,0.3951780161227317,1.9990600002421206,0.2773765541231414,79.2212823091358,26.059164333630676,0.05162692895158519,0.5406730279839103,1.9991162506021094,0.518506511257886,-0.01080933265076242,1.99969,-0.1561087210570263,684.9150017741213,-177.68841986288376,0.012026865077963791,-0.508001072172739,0.3739683515791476,-0.5679760192194105,-0.25474012890245074,721.0320699222212,470.0895892939961,0.02118627173739866,-0.11190134066066033,9.99965374939789,0.36138049216617174,2.248025468365446
CC(C)NC1CCCCC1.O=C(Cl)c1ccc(-c2ccccc2)cc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-1035.081421,13.748,5091.4627,1754.559,0.195241,4.008,0.17202,0.08703,-0.25905,-0.08499,216.6665,1648.5790000000002,-0.476397,-0.069238,0.01931,-0.13635,1.99876,146.3066,63.2115,0.6453744493392071,1.557555,0.237449,0.05246,0.45217,1.99908,0.313028,86.8115,23.8787,0.05251,0.56896,1.99906,0.5493234738829452,-0.197972,1.99969,-0.14352,696.741,-187.3885,0.012,-0.50251,0.38569855254877283,-0.528893,-0.251945,650.7091,526.9992,0.02088,-0.10309,9.99966,0.38223725613593457,0.920629969239672
CC(C)NC1CCCCC1.O=C(Cl)c1ccc(Br)cc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-3377.857666,2.1799,3388.6568,1232.628,0.100324,2.0328,0.18545,0.09516000000000002,-0.28061,-0.09029,219.465,1258.854,-0.39698,-0.055564,0.01694,-0.19555,1.99875,149.5302,63.26,0.645846444304594,1.462386,0.217711,0.04852,0.3717,1.99904,0.315275,85.0022,24.181,0.05263,0.56687,1.99907,0.5486154814348647,-0.010299,1.9997,-0.140191,709.2575,-191.8647,0.01202,-0.49899,0.38719320327249845,-0.500793,-0.242085,647.9072,524.2242,0.02118,-0.09299,9.99965,0.382001258653241,1.9020320218462023
CC(C)NC1CCCCC1.O=C(Cl)c1ccc(C(F)(F)F)cc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-1141.009328,3.3671,3493.4189,1579.5935,0.117803,1.0538,0.202225,0.10366500000000001,-0.30589,-0.09856,208.5672,1203.002,-0.281208,-0.066681,0.01707,-0.18876,1.99875,151.6583,59.3407,0.6463184392699811,1.375664,0.226354,0.04856,0.38009,1.99904,0.318189,83.9248,23.6216,0.05264,0.56628,1.99908,0.5490874764002517,-0.003696,1.9997,-0.135777,725.5918,-200.3338,0.01205,-0.49428,0.3871145374449339,-0.48031,-0.234509,646.3328,518.8401,0.02137,-0.08533,9.99964,0.38239458779106356,2.3232680404466337
CC(C)NC1CCCCC1.O=C(Cl)c1ccc(Cl)cc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-1263.981948,2.0754,2495.0487,918.639,0.100727,2.063,0.18674,0.09755,-0.28429,-0.08919,175.014,1159.235,-0.395009,-0.059104,0.01687,-0.19718,1.99875,148.1762,63.8432,0.6469477658904972,1.447541,0.216306,0.04848,0.37028,1.99904,0.314974,85.26,24.3534,0.05263,0.56696,1.99907,0.5487728130899937,-0.010873,1.9997,-0.140838,706.9426,-190.8553,0.01202,-0.49966,0.38719320327249845,-0.497634,-0.243186,647.8379,524.4538,0.02115,-0.09408,9.99965,0.38231592196349906,1.002168070741957
CC(C)NC1CCCCC1.O=C(Cl)c1ccc(Cl)cc1Cl,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-1723.4939374606504,1.2883800810490484,2980.2158268029457,1474.2397074519768,0.09215022714359405,2.4027020201639373,0.1889194293631092,0.09675937747005803,-0.28567880683316726,-0.09216005189305122,209.45909999999998,1522.9075142418037,-0.4253249866263163,-0.07327173319778336,0.019400577896779823,-0.2055589686983824,1.9986567970101383,141.94229947990505,63.78112283667599,0.6720934400530437,1.383887345120303,0.20099762442309496,0.051071825734569344,0.377952249212696,1.9990716014949308,0.30132847764488324,89.17290808438919,26.71033238705266,0.053662067271891524,0.5672160495446766,1.9991067970101382,0.5710416884369257,-0.02376615770075898,1.9996899999999997,-0.12318614046610027,738.0003184385099,-221.68962119212986,0.01246359402027631,-0.4777808249899132,0.41465210131273,-0.4997364317231278,-0.23461153961306366,691.034157820026,475.66836513053863,0.02126264516867135,-0.09382789320718006,9.999653594020277,0.3876269732870548,1.833199618640293
CC(C)NC1CCCCC1.O=C(Cl)c1ccc(F)cc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-903.560911,1.3905,1932.8255,1039.562,0.101816,2.1677,0.18521500000000002,0.102935,-0.28815,-0.08228,158.5594,1118.02,-0.402654,-0.063696,0.0167,-0.20093,1.99875,144.8678,66.2483,0.6475770925110133,1.405945,0.206459,0.0484,0.35807,1.99903,0.313827,86.1662,24.8469,0.05265,0.56797,1.99907,0.5505034612964128,-0.01578,1.9997,-0.143118,697.5602,-186.3864,0.01202,-0.50216,0.38735053492762744,-0.489988,-0.246855,647.3665,526.5674,0.02105,-0.09791,9.99965,0.38247325361862805,0.8980635012860668
CC(C)NC1CCCCC1.O=C(Cl)c1ccc(F)cc1F,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-1002.6542594723891,1.5628342043633043,2120.324392652248,1108.7274438818417,0.09460995236304569,2.9002627333284448,0.18897774100507306,0.1031808922527925,-0.29215863325786556,-0.08579684875228055,176.5499,1217.2759401612166,-0.4762535813565251,-0.14156288723632596,0.01749714178274225,-0.2655723345228288,1.9987275595461926,125.52130121331402,76.87735232825071,0.6601959388546843,1.4011957195348994,0.21017866036864236,0.05033202645075863,0.3574196198405706,1.999092440453807,0.31311296107594244,89.14458035729169,29.976610165880096,0.053738691863957924,0.5602134195157078,1.9991175595461927,0.5592025931930473,-0.0013660944016755583,1.999692440453807,-0.12574949132688037,715.3363046299694,-206.25609228525013,0.012154107747207482,-0.4855636222965187,0.4016195195314515,-0.4835200440528855,-0.24479578722213755,687.6901003715086,492.5449564929477,0.021139816660918742,-0.0970344038983523,9.99966023818477,0.38741746794270504,2.0262176690550358
CC(C)NC1CCCCC1.O=C(Cl)c1ccc(OC(F)(F)F)cc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-1216.116295,1.9373,4202.2051,1483.97,0.123247,2.1043,0.18684,0.10098000000000001,-0.28782,-0.08586,224.5666,1686.329,-0.41883,-0.055985,0.01693,-0.20009,1.99875,144.7474,65.8979,0.6455317809943361,1.437835,0.211505,0.04838,0.36227,1.99903,0.315037,85.8367,24.8444,0.0526,0.56737,1.99907,0.5483008181246066,-0.013036,1.9997,-0.141975,702.237,-188.2112,0.01203,-0.50095,0.3865638766519824,-0.492427,-0.24471,647.5785,525.941,0.02111,-0.09583,9.99965,0.382001258653241,1.3149102376714643
CC(C)NC1CCCCC1.O=C(Cl)c1ccc(SC(F)(F)F)cc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-1539.108656,10.93545,4535.03445,1625.511,0.120362,1.4151,0.19517500000000002,0.09453500000000001,-0.28971,-0.10064,240.6272,1337.92,-0.29784849999999996,-0.0998015,0.01897,-0.20292,1.99876,153.6659,59.602199999999996,0.6472624292007552,1.4163860000000001,0.25255150000000004,0.05244,0.4746,1.99909,0.3170855,83.78805,23.4428,0.05266,0.56606,1.99908,0.5502674638137193,-0.18941449999999999,1.99969,-0.1355175,726.435,-201.13459999999998,0.01204,-0.49415,0.3878618628067967,-0.49045249999999996,-0.234585,646.7714000000001,518.4003,0.02136,-0.08533,9.99964,0.38333857772183766,1.3958798007423254
CC(C)NC1CCCCC1.O=C(Cl)c1ccc([N+](=O)[O-])cc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-1008.649643,2.8883,2934.3431,1429.187,0.114492,1.9316,0.21973499999999999,0.09540499999999999,-0.31514,-0.12433,185.5665,1180.633,-0.243545,-0.095972,0.01759,-0.19498,1.99875,153.1256,57.3166,0.6472624292007552,1.373848,0.307302,0.05273,0.54955,1.99909,0.319677,82.3735,23.8112,0.0527,0.56324,1.99908,0.5486154814348647,-0.149197,1.99968,-0.131168,741.5805,-208.9034,0.01209,-0.49014,0.3881371932032725,-0.473753,-0.225712,643.2683,512.101,0.02162,-0.07607,9.99964,0.38215859030837,2.1510706562326827
CC(C)NC1CCCCC1.O=C(Cl)c1ccc2ccccc2c1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-957.8231548793865,8.942984281922897,3120.642424188284,1617.483620444743,0.15897933382482796,3.963189472116048,0.1688166691241398,0.08189167649655926,-0.25070834562069905,-0.08692499262758055,190.6287,1577.0617708477648,-0.406241613979723,-0.0853495998229043,0.01913813624300125,-0.18617714833386767,1.9987759805367138,143.21741244463914,64.17324326159877,0.6477991941427841,1.4941111495158192,0.2417364895313614,0.05284029194928839,0.45526854910095393,1.9990940194632858,0.3139393768798561,87.57417048040392,23.502188115581014,0.052508428192289645,0.5698158832202846,1.9990640194632858,0.5497785108064259,-0.20163146446439634,1.9996899999999997,-0.14309156915373786,699.7480535233219,-189.1846326741985,0.01198794161014232,-0.5022111235626368,0.38731661884381463,-0.5121153102357949,-0.2502995078146661,650.3423603945448,527.1525046879868,0.020885980536714102,-0.10191680330266659,9.999655980536714,0.3832938279780859,0.99969851129257
CC(C)NC1CCCCC1.O=C(Cl)c1cccc2ccccc12,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-957.8186401303651,7.76497366122391,2727.8224101566643,1452.655905920424,0.1591435410273463,3.138155778233965,0.17141258730322817,0.07978083346207067,-0.2511934207652988,-0.09163175384115753,190.62869999999998,1654.673933628048,-0.3606608914538662,-0.060651833547166085,0.019562781082751415,-0.15268271376427908,1.9987499999999998,140.36828004155382,67.13279503149818,0.67083710319587,1.4184804447627122,0.24250688344425783,0.05177296194712997,0.4757362417913853,1.9991198794237475,0.3059404481129295,90.28639256302401,23.548420283844816,0.051731334167722944,0.5763399240539799,1.9990998794237473,0.5737331192431018,-0.21399212998145925,1.9996800602881257,-0.14835273747499386,677.8735529026063,-199.8173439886677,0.012231266050649904,-0.5084526793064421,0.42167378684587214,-0.536095752759764,-0.25799595608850817,690.7625756377732,499.1303403904185,0.020573617287571157,-0.11333870811906079,9.999669879423749,0.38839317125744705,0.7510148092124386
CC(C)NC1CCCCC1.O=C(Cl)c1ccccc1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-804.46025,0.6975,1464.397,1335.877,0.109113,3.4435,0.18524,0.10419999999999999,-0.28944,-0.08104,140.5689,1259.541,-0.319057,-0.06921,0.01701,-0.18925,1.99875,150.2369,61.7104,0.6467904342353682,1.381429,0.207568,0.04848,0.36494,1.99903,0.313396,86.434,23.3461,0.05259,0.56996,1.99907,0.5492448080553808,-0.014961,1.9997,-0.142092,704.1163,-190.2727,0.012,-0.50042,0.3867212083071114,-0.491795,-0.248031,648.8095,526.2085,0.02098,-0.09932,9.99965,0.38247325361862805,1.117140666422203
CC(C)NC1CCCCC1.O=C(Cl)c1ccco1,-408.2613036981684,2.5501262964393763,2080.051974031638,1846.4834492582959,0.2834809947674794,0.9620008049407329,0.07900496548995391,0.14004486549197004,-0.21904983098192396,141.2558,1421.796650888137,-0.6199438453490113,0.04255460892665809,0.012390004752997234,-0.2306399915873696,1.999120000522611,-0.2464488952991663,56.706714782886564,194.791075036883,0.016949996632725443,-0.7347900490128912,1.9992900002933502,0.635383979122566,-802.2749436403665,0.9628803601977091,1106.8639320512225,837.4781616717298,0.07810627687091332,4.223320701907314,0.17692659069992278,0.09926084693630044,-0.2761874376362232,-0.07766574376362233,130.53050000000002,1023.5943809662729,-0.2571876525553629,0.07456587223868763,0.028521784583548964,0.16679427666839172,1.9986394965983396,84.42036001940463,48.795129254280766,0.6092274123751691,1.4654626254563974,0.18523025001857074,0.045608009071094816,0.29806073691619983,1.9990367505669435,0.28778355340700085,80.27414887766211,36.27046418281246,0.04943652154385018,0.5133097981460898,1.9990600000000003,0.5273364642768135,-0.01243844273116867,1.999706750566944,-0.14375068628124404,690.1763189879638,-171.46429701179642,0.012345972786715571,-0.4947455057576371,0.3678338463825751,-0.4709219205838191,-0.23281669984785022,670.2421570172194,515.4998959950124,0.022066292520756925,-0.08390614500521279,9.99965324943306,0.373560076402609,1.5955659124514692
